pattern,batch-size,algo,bs_position,precision,device_name,median,nruns,ecs
"[[16, 192, 48, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,20176.0,2.0,
"[[16, 192, 48, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,55303.0,2.0,
"[[16, 192, 48, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49619.0,2.0,
"[[16, 192, 48, 12]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,11635.5,4.0,
"[[16, 192, 48, 12]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11609.0,4.0,
"[[16, 192, 48, 12]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7900.0,2.0,
"[[16, 192, 48, 12]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,30995.0,2.0,
"[[16, 192, 48, 12]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,110715.5,2.0,
"[[16, 192, 48, 12]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,114682.5,2.0,
"[[16, 192, 48, 16]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,22214.5,2.0,
"[[16, 192, 48, 16]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9752.5,4.0,
"[[16, 192, 48, 16]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7808.5,2.0,
"[[16, 192, 48, 16]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7602.5,2.0,
"[[16, 192, 48, 16]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11390.0,2.0,
"[[16, 192, 48, 16]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,42547.5,2.0,
"[[16, 192, 48, 16]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,189127.5,2.0,
"[[16, 192, 48, 16]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,213494.5,2.0,
"[[16, 192, 192, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9795.5,16.0,
"[[16, 192, 192, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,7989.0,16.0,
"[[16, 192, 192, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,13431.0,64.0,
"[[16, 192, 192, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7617.0,32.0,
"[[16, 192, 192, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10360.0,32.0,
"[[16, 192, 192, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,7759.0,16.0,
"[[16, 192, 192, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14067.0,8.0,
"[[16, 192, 192, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,14548.0,8.0,
"[[16, 192, 192, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,13199.0,16.0,
"[[16, 192, 192, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,14581.0,16.0,
"[[16, 192, 192, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,14122.5,16.0,
"[[16, 192, 192, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6524.0,4.0,
"[[16, 192, 192, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,13480.0,2.0,
"[[16, 192, 192, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,13489.0,2.0,
"[[16, 192, 192, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9901.5,8.0,
"[[16, 192, 192, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10981.0,8.0,
"[[16, 192, 192, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11662.5,8.0,
"[[16, 192, 192, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6777.5,2.0,
"[[16, 192, 192, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,29043.0,2.0,
"[[16, 192, 192, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,28132.5,2.0,
"[[16, 192, 192, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,13822.5,4.0,
"[[16, 192, 192, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,13985.0,8.0,
"[[16, 192, 192, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12864.0,8.0,
"[[16, 192, 192, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,14447.5,8.0,
"[[16, 192, 192, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8124.0,4.0,
"[[16, 192, 192, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,10648.0,2.0,
"[[16, 192, 192, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,50451.0,2.0,
"[[16, 192, 192, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49072.5,2.0,
"[[16, 192, 192, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9661.5,4.0,
"[[16, 192, 192, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10833.0,4.0,
"[[16, 192, 192, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6988.0,2.0,
"[[16, 192, 192, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,17999.5,2.0,
"[[16, 192, 192, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,107592.0,2.0,
"[[16, 192, 192, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,115641.0,2.0,
"[[16, 192, 192, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12492.0,4.0,
"[[16, 192, 192, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,14421.5,4.0,
"[[16, 192, 192, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9324.5,2.0,
"[[16, 192, 192, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,27147.0,2.0,
"[[16, 192, 192, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,232089.0,2.0,
"[[16, 192, 192, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,240845.5,2.0,
"[[16, 192, 192, 12]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9883.5,2.0,
"[[16, 192, 192, 12]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10560.5,2.0,
"[[16, 192, 192, 12]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,17242.0,2.0,
"[[16, 192, 192, 12]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,42631.0,2.0,
"[[16, 192, 192, 12]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,1001026.5,2.0,
"[[16, 192, 192, 12]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,445170.5,2.0,
"[[16, 192, 768, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8995.5,4.0,
"[[16, 192, 768, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,11618.5,8.0,
"[[16, 192, 768, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10164.0,16.0,
"[[16, 192, 768, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11517.0,16.0,
"[[16, 192, 768, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11552.0,16.0,
"[[16, 192, 768, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,13819.5,16.0,
"[[16, 192, 768, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14420.5,2.0,
"[[16, 192, 768, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,12216.0,2.0,
"[[16, 192, 768, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9762.0,4.0,
"[[16, 192, 768, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10618.0,4.0,
"[[16, 192, 768, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10154.0,4.0,
"[[16, 192, 768, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8822.0,2.0,
"[[16, 192, 768, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,47003.0,2.0,
"[[16, 192, 768, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49916.5,2.0,
"[[16, 192, 768, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7031.5,2.0,
"[[16, 192, 768, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8104.5,2.0,
"[[16, 192, 768, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9047.5,2.0,
"[[16, 192, 768, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,16088.0,2.0,
"[[16, 192, 768, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,106427.0,2.0,
"[[16, 192, 768, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,108485.0,2.0,
"[[16, 192, 768, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,19380.0,2.0,
"[[16, 192, 768, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,11369.0,2.0,
"[[16, 192, 768, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9663.5,2.0,
"[[16, 192, 768, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10272.0,2.0,
"[[16, 192, 768, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11907.5,2.0,
"[[16, 192, 768, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,23971.0,2.0,
"[[16, 192, 768, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,228001.5,2.0,
"[[16, 192, 768, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,194041.0,2.0,
"[[16, 256, 256, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,7858.0,8.0,
"[[16, 256, 256, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,12944.0,16.0,
"[[16, 256, 256, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9314.0,32.0,
"[[16, 256, 256, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9711.0,32.0,
"[[16, 256, 256, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,14236.5,32.0,
"[[16, 256, 256, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,10926.0,16.0,
"[[16, 256, 256, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,10890.0,4.0,
"[[16, 256, 256, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,10576.5,4.0,
"[[16, 256, 256, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9357.0,8.0,
"[[16, 256, 256, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9941.5,8.0,
"[[16, 256, 256, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9859.5,8.0,
"[[16, 256, 256, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9463.0,4.0,
"[[16, 256, 256, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,22655.5,2.0,
"[[16, 256, 256, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,22080.0,2.0,
"[[16, 256, 256, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,13887.0,8.0,
"[[16, 256, 256, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,14387.0,8.0,
"[[16, 256, 256, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8101.0,4.0,
"[[16, 256, 256, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9064.5,2.0,
"[[16, 256, 256, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,50375.5,2.0,
"[[16, 256, 256, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49784.0,2.0,
"[[16, 256, 256, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,10655.0,2.0,
"[[16, 256, 256, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,12142.0,4.0,
"[[16, 256, 256, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9332.0,4.0,
"[[16, 256, 256, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9794.5,4.0,
"[[16, 256, 256, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,11315.5,4.0,
"[[16, 256, 256, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,14189.0,2.0,
"[[16, 256, 256, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,87469.0,2.0,
"[[16, 256, 256, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,91043.5,2.0,
"[[16, 256, 256, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,7166.0,2.0,
"[[16, 256, 256, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,14196.0,4.0,
"[[16, 256, 256, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9288.0,2.0,
"[[16, 256, 256, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,25441.0,2.0,
"[[16, 256, 256, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,232769.0,2.0,
"[[16, 256, 256, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,239415.0,2.0,
"[[16, 256, 256, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9440.5,2.0,
"[[16, 256, 256, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9572.5,2.0,
"[[16, 256, 256, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,14089.0,2.0,
"[[16, 256, 256, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,36205.5,2.0,
"[[16, 256, 256, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,415571.0,2.0,
"[[16, 256, 256, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,397764.0,2.0,
"[[16, 384, 96, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9801.0,16.0,
"[[16, 384, 96, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9237.0,16.0,
"[[16, 384, 96, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8175.5,32.0,
"[[16, 384, 96, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,7849.0,32.0,
"[[16, 384, 96, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7719.5,16.0,
"[[16, 384, 96, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,6511.5,8.0,
"[[16, 384, 96, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14490.0,8.0,
"[[16, 384, 96, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,14378.5,8.0,
"[[16, 384, 96, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8914.0,8.0,
"[[16, 384, 96, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9040.0,8.0,
"[[16, 384, 96, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,8830.5,8.0,
"[[16, 384, 96, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9656.0,4.0,
"[[16, 384, 96, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,13880.0,2.0,
"[[16, 384, 96, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,13110.0,2.0,
"[[16, 384, 96, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12590.0,8.0,
"[[16, 384, 96, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,12952.0,8.0,
"[[16, 384, 96, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,13825.5,8.0,
"[[16, 384, 96, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,11657.5,2.0,
"[[16, 384, 96, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,29279.5,2.0,
"[[16, 384, 96, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,28075.0,2.0,
"[[16, 384, 96, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8431.5,2.0,
"[[16, 384, 96, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,9207.0,4.0,
"[[16, 384, 96, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8314.5,4.0,
"[[16, 384, 96, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8791.0,4.0,
"[[16, 384, 96, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9188.0,4.0,
"[[16, 384, 96, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,19429.0,2.0,
"[[16, 384, 96, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,53908.0,2.0,
"[[16, 384, 96, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49635.5,2.0,
"[[16, 384, 96, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12106.0,4.0,
"[[16, 384, 96, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,12590.0,4.0,
"[[16, 384, 96, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,7485.0,2.0,
"[[16, 384, 96, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,34192.5,2.0,
"[[16, 384, 96, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,110564.0,2.0,
"[[16, 384, 96, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,115181.5,2.0,
"[[16, 384, 96, 8]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8089.0,2.0,
"[[16, 384, 96, 8]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8758.0,2.0,
"[[16, 384, 96, 8]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10526.0,2.0,
"[[16, 384, 96, 8]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,48726.0,2.0,
"[[16, 384, 96, 8]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,190224.5,2.0,
"[[16, 384, 96, 8]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,213294.5,2.0,
"[[16, 384, 384, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8337.0,4.0,
"[[16, 384, 384, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,13014.0,8.0,
"[[16, 384, 384, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9787.5,16.0,
"[[16, 384, 384, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,10379.0,16.0,
"[[16, 384, 384, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,13753.5,16.0,
"[[16, 384, 384, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,9728.0,8.0,
"[[16, 384, 384, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,14124.0,2.0,
"[[16, 384, 384, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,13198.5,2.0,
"[[16, 384, 384, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8604.0,4.0,
"[[16, 384, 384, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9224.0,4.0,
"[[16, 384, 384, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9284.0,4.0,
"[[16, 384, 384, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,8171.0,2.0,
"[[16, 384, 384, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,49862.5,2.0,
"[[16, 384, 384, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,49832.0,2.0,
"[[16, 384, 384, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12009.0,4.0,
"[[16, 384, 384, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,6838.5,2.0,
"[[16, 384, 384, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,6924.0,2.0,
"[[16, 384, 384, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,17337.0,2.0,
"[[16, 384, 384, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,106808.0,2.0,
"[[16, 384, 384, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,115816.5,2.0,
"[[16, 384, 384, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,22996.0,2.0,
"[[16, 384, 384, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,12076.5,2.0,
"[[16, 384, 384, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8448.0,2.0,
"[[16, 384, 384, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9188.0,2.0,
"[[16, 384, 384, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,9823.5,2.0,
"[[16, 384, 384, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,27385.0,2.0,
"[[16, 384, 384, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,232426.5,2.0,
"[[16, 384, 384, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,238944.0,2.0,
"[[16, 384, 384, 6]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12115.0,2.0,
"[[16, 384, 384, 6]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,13070.0,2.0,
"[[16, 384, 384, 6]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,15581.5,2.0,
"[[16, 384, 384, 6]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,47441.0,2.0,
"[[16, 384, 384, 6]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,1008005.5,2.0,
"[[16, 384, 384, 6]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,444598.0,2.0,
"[[16, 512, 512, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,8548.5,2.0,
"[[16, 512, 512, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,11695.0,4.0,
"[[16, 512, 512, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,8780.5,8.0,
"[[16, 512, 512, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,8944.0,8.0,
"[[16, 512, 512, 1]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10085.5,8.0,
"[[16, 512, 512, 1]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,14216.0,8.0,
"[[16, 512, 512, 1]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,22931.0,2.0,
"[[16, 512, 512, 1]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,22146.0,2.0,
"[[16, 512, 512, 2]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12381.0,4.0,
"[[16, 512, 512, 2]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,14035.0,4.0,
"[[16, 512, 512, 2]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,13700.0,4.0,
"[[16, 512, 512, 2]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,11603.5,2.0,
"[[16, 512, 512, 2]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,88208.0,2.0,
"[[16, 512, 512, 2]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,93484.0,2.0,
"[[16, 512, 512, 3]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,9531.0,2.0,
"[[16, 512, 512, 3]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,9908.5,2.0,
"[[16, 512, 512, 3]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,10296.0,2.0,
"[[16, 512, 512, 3]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,26466.0,2.0,
"[[16, 512, 512, 3]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,233970.5,2.0,
"[[16, 512, 512, 3]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,242336.5,2.0,
"[[16, 512, 512, 4]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,35145.5,2.0,
"[[16, 512, 512, 4]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,20138.5,2.0,
"[[16, 512, 512, 4]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,12395.5,2.0,
"[[16, 512, 512, 4]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,13728.5,2.0,
"[[16, 512, 512, 4]]",25088,einsum,bs_first,fp16,Tesla_V100-PCIE-16GB,14221.5,2.0,
"[[16, 512, 512, 4]]",25088,einsum,bs_last,fp16,Tesla_V100-PCIE-16GB,42543.0,2.0,
"[[16, 512, 512, 4]]",25088,dense,bs_first,fp16,Tesla_V100-PCIE-16GB,413812.5,2.0,
"[[16, 512, 512, 4]]",25088,dense,bs_last,fp16,Tesla_V100-PCIE-16GB,397916.5,2.0,
"[[16, 768, 192, 1]]",25088,kernel,bs_first,fp16,Tesla_V100-PCIE-16GB,9433.0,4.0,
"[[16, 768, 192, 1]]",25088,kernel,bs_last,fp16,Tesla_V100-PCIE-16GB,14497.5,8.0,
"[[16, 768, 192, 1]]",25088,monarch,bs_first,fp16,Tesla_V100-PCIE-16GB,10936.0,16.0,
"[[16, 768, 192, 1]]",25088,monarch,bs_last,fp16,Tesla_V100-PCIE-16GB,11767.5,16.0,
